index	original	translation	scores	mean	z_scores	z_mean
24	Similar to the Chaat served in various parts of the country, Ghughni is placed specifically in Bengal.	देशाच्या विविध भागांमध्ये दिल्या जाणाऱ्या चाटप्रमाणेच घुघनीला विशेषतः बंगालमध्ये ठेवले जाते.	[90, 63, 74, 93]	80.0	[1.1476038525375825, -1.0101448938871904, 1.1653550046749686, 0.7169134565540055]	0.5049318549698415
25	Traditionally, the fermentation of certain food products ensured that they were available throughout the year.	पारंपारिक पद्धतीने, काही विशिष्ट खाद्य उत्पादनांच्या किण्वन प्रक्रियेमुळे ते वर्षभर उपलब्ध होते.	[85, 74, 79, 95]	83.25	[0.874829954495808, -0.10620644633902415, 1.4555569455484045, 0.8488057892922879]	0.7682465607493691
26	Today, it has come to be looked upon as an art of the classes.	आज, ते वर्गाची कला म्हणून ओळखले जाते.	[57, 62, 30, 75]	56.0	[-0.652703874538128, -1.0923211163915691, -1.3884220750112681, -0.4701175380905365]	-0.9008911510078754
27	The hepatitis b vaccine is given to infants as part of the routine childhood vaccination schedule and those at high risk of developing the infection.	हिपॅटायटीस बी लस बालकांना बालपण लसीकरणाचा एक भाग म्हणून दिली जाते आणि ज्यांना संसर्ग होण्याचा जास्त धोका आहे त्यांना दिली जाते.	[69, 68, 57, 85]	69.75	[0.0019534807621303194, -0.5992637813652967, 0.1786684057052862, 0.18934412560087568]	-0.0573244423242511
28	In the centre is the superstructure of a Valabhi shrine with a barrel vault roof.	मध्यभागी बॅरल व्हॉल्ट छतासह वालाभी मंदिराची रचना आहे.	[88, 68, 65, 90]	77.75	[1.0384942933208727, -0.5992637813652967, 0.6429915111027837, 0.5190749574465818]	0.4003242451262354
29	The Buddhist carvings on both faces of the architraves and on all sides of the uprights of these gateways are remarkable for their crowded scenes, perspective and pictorial effect in stone.	या प्रवेशद्वारांच्या दोन्ही बाजूंना आणि दोन्ही बाजूंना बौद्ध कोरीव चित्रे त्यांच्या गर्दीच्या दृश्यांसाठी, दृष्टिकोनासाठी आणि दगडावरील चित्रात्मक प्रभावासाठी उल्लेखनीय आहेत.	[62, 64, 67, 85]	69.5	[-0.3799299764963537, -0.9279686713828116, 0.7590722874521582, 0.18934412560087568]	-0.0898705587065328
30	They asked for the present streets to be surveyed and to be re-laid just like those of Assyria.	त्यांनी सध्याच्या रस्त्यांचे सर्वेक्षण करावे आणि अश्शूरच्या रस्त्यांप्रमाणे पुन्हा बांधले जावे अशी मागणी केली.	[82, 96, 61, 97]	84.0	[0.7111656156707434, 1.7016704487573082, 0.41082995840403497, 0.9806981220305704]	0.9510910362156644
31	At first, the directors of the Company were not keen to spend money on reclamations, hoping that it could be undertaken by private individuals.	सुरुवातीला, कंपनीच्या संचालकांनी पुनर्प्राप्तीसाठी पैसे खर्च करण्यास उत्सुक नव्हते, आशा होती की ते खासगी व्यक्ती करू शकतील.	[69, 78, 68, 80]	73.75	[0.0019534807621303194, 0.22249844367849084, 0.8171126756268453, -0.14038670624483043]	0.225294473455659
32	Before the muscle symptoms start, a red, purple or dark rash often appears.	स्नायू लक्षणे सुरू होण्यापूर्वी, लाल, जांभळा किंवा गडद पुरळ अनेकदा दिसतात.	[65, 75, 40, 82]	65.5	[-0.21626563767128912, -0.024030223834645408, -0.8080181932643962, -0.008494373506547985]	-0.2642021070692196
33	If you feel tired or dizzy, or if you get blurred vision, do not drive, cycle or use tools or machinery until you feel ok again.	जर तुम्हाला थकवा जाणवत असेल, चक्कर येत असेल किंवा दृष्टी धुसर होत असेल तर जोपर्यंत तुम्हाला पुन्हा चांगले वाटत नाही तोपर्यंत गाडी चालवू नका, सायकल चालवू नका किंवा उपकरणे किंवा यंत्रांचा वापर करू नका.	[79, 74, 86, 88]	81.75	[0.547501276845679, -0.10620644633902415, 1.8618396627712148, 0.38718262470829934]	0.6725792794965423
34	With Fort St. William in distant background, the horizontal spread of this painting shows the Hoogly river ﬂowing in the foreground with few sailing ships.	दूरच्या पार्श्वभूमीवर फोर्ट सेंट विल्यम सह, या चित्राचा क्षितिज पसरलेला हुगली नदी काही जहाजांसह अग्रभागी असल्याचे दर्शवितो.	[51, 77, 32, 90]	62.5	[-0.9800325521882571, 0.14032222117411208, -1.2723412986618936, 0.5190749574465818]	-0.3982441680573642
35	Muslim and Hindu saint-poets of rural Bengal known as Bauls (mad lovers) created oral poetry of divine intoxication under the influence of both Vaishnava and Sufi (Islamic mysticism which enunciates the doctrine of divine love) philosophy.	बंगालच्या ग्रामीण भागातील मुस्लिम आणि हिंदू संत-कवींनी वैष्णव आणि सूफी (इस्लामी गूढवाद जो दैवी प्रेमाच्या सिद्धांताचे प्रतिपादन करतो) तत्वज्ञानाच्या प्रभावाखाली दैवी नशेच्या मौखिक कवितेची निर्मिती केली.	[74, 84, 81, 84]	80.75	[0.27472737880390463, 0.7155557787047633, 1.5716377218977788, 0.12339795923173445]	0.6713297096595453
36	This side effect should get better as your body gets used to the medicine.	जेव्हा तुमच्या शरीराला औषधांची सवय लागते तेव्हा हा दुष्परिणाम अधिक चांगला व्हायला हवा.	[31, 65, 45, 73]	53.5	[-2.071128144355354, -0.8457924488784329, -0.5178162523909602, -0.602009870828819]	-1.0091866791133914
37	A wide variety of snacks such as pyaj kachodis, kanji vadas, bikaneri bhujia and dal ke phare add further invigorating flavours to the cuisine.	पायज काचोडी, कांजी वड, बिकनेरी भुजिया आणि दाल के फेअर यासारख्या विविध खाद्यपदार्थांमुळे पाककृतीत आणखी चव येते.	[51, 83, 71, 90]	73.75	[-0.9800325521882571, 0.6333795562003846, 0.991233840150907, 0.5190749574465818]	0.2909139504024041
38	Selections from the Adi Granth: A selection of hymns and their translation into English was made by a committee of distinguished Sikh scholars.	आदि ग्रंथातून निवड: प्रसिद्ध शीख विद्वानांच्या समितीने स्तोत्रांची निवड आणि त्यांचा इंग्रजीत अनुवाद केला.	[69, 82, 31, 88]	67.5	[0.0019534807621303194, 0.5512033336960058, -1.330381686836581, 0.38718262470829934]	-0.0975105619175363
39	Those who cannot afford to spend three years at NSD, and those who have been doing theatre for considerable time are trained in these workshops.	ज्यांना एनएसडीमध्ये तीन वर्षे व्यतीत करणे परवडत नाही आणि जे बऱ्याच काळापासून थिएटर करत आहेत त्यांना या कार्यशाळेत प्रशिक्षण दिले जाते.	[89, 84, 48, 87]	77.0	[1.0930490729292275, 0.7155557787047633, -0.34369508786689856, 0.32123645833915815]	0.4465365555265626
40	The climate is marked by high temperatures, high humidity, and monsoon precipitation, which lasts from April to October.	हवामान उच्च तापमान, उच्च आर्द्रता आणि मान्सूनचा पाऊस, जो एप्रिल ते ऑक्टोबर पर्यंत राहतो.	[80, 67, 84, 96]	81.75	[0.6020560564540338, -0.6814400038696754, 1.7457588864218405, 0.9147519556614291]	0.645281723666907
41	Nearly 2.5 crore small farmer families who were earlier deprived of Kisan Credit Cards are now being given this facility through this campaign.	आधी किसान क्रेडिट कार्डपासून वंचित असलेल्या सुमारे अडीच कोटी छोट्या शेतकरी कुटुंबांना आता या अभियानाच्या माध्यमातून ही सुविधा दिली जात आहे.	[78, 86, 51, 57]	68.0	[0.49294649723732403, 0.8799082237135208, -0.16957392334283697, -1.6571485327350786]	-0.1134669337817677
42	There are many possible causes of adult nightmares, but they're often linked to stress, trauma or an existing mental health condition.	प्रौढांच्या दुःस्वप्नांची अनेक संभाव्य कारणे असू शकतात, पण ते सहसा तणाव, आघात किंवा सध्याच्या मानसिक आरोग्याच्या स्थितीशी संबंधित असतात.	[83, 78, 39, 86]	71.5	[0.7657203952790983, 0.22249844367849084, -0.8660585814390833, 0.2552902919700169]	0.0943626373721306
43	However, the loan was deducted from the full advance amount and only the remaining amount was given to the farmer for the next agricultural season.	मात्र, पूर्ण आगाऊ रकमेतून कर्जाची कपात करण्यात आली आणि उर्वरित रक्कम पुढच्या कृषी हंगामासाठी शेतकऱ्यांना देण्यात आली.	[81, 94, 44, 85]	76.0	[0.6566108360623887, 1.5373180037485508, -0.5758566405656473, 0.18934412560087568]	0.4518540812115419
44	These people want the vehicles of the farmers to continue to get seized; they want the farmers to get looted and the middlemen to make profit by buying grains at a lower price.	शेतकऱ्यांची वाहने जप्त व्हायला हवीत, शेतकऱ्यांची लूट व्हायला हवी आणि कमी दरात धान्य खरेदी करून दलालांना नफा व्हायला हवा, अशी या लोकांची इच्छा आहे.	[72, 83, 60, 58]	68.25	[0.1656178195871949, 0.6333795562003846, 0.35278957022934776, -1.5912023663659374]	-0.1098538550872525
45	The mask owners are responsible for the maintenance of the masks and these are preserved by them for the next year’s festivities.	मास्कच्या देखभालीसाठी मास्क मालक जबाबदार आहेत आणि ते पुढील वर्षाच्या सणांसाठी जतन केले जातात.	[89, 82, 53, 80]	76.0	[1.0930490729292275, 0.5512033336960058, -0.05349314699346259, -0.14038670624483043]	0.362593138346735
46	Instead, plain vertical bands are used as dividers and the top corners are sometimes filled with a motif that resembles a roll bracket.	त्याऐवजी, साध्या उभ्या बॅंडचा वापर डिव्हायडर म्हणून केला जातो आणि वरच्या कोपऱ्यात कधीकधी रोल ब्रॅकेटसारखी एक मॉटिफ भरली जाते.	[89, 76, 61, 65]	72.75	[1.0930490729292275, 0.058145998669733336, 0.41082995840403497, -1.1295792017819488]	0.1081114570552617
47	During the Corona period, the passenger service of Indian Railways had stopped for some time but the work on safety and modernization of trains continued at a fast pace.	कोरोनाच्या काळात भारतीय रेल्वेची प्रवासी सेवा काही काळ थांबली होती, मात्र रेल्वेच्या सुरक्षा आणि आधुनिकीकरणाचे काम वेगाने सुरू होते.	[72, 81, 58, 78]	72.25	[0.1656178195871949, 0.46902711119162704, 0.2367087938799734, -0.2722790389831129]	0.1497686714189206
48	He said there is neither a shortage of power of labour in eastern India, including Bihar, nor this place lacked natural resources and despite this, Bihar and East India remained behind in terms of development for decades and suffered endless delays due to political, economic reasons and other priorities.	ते म्हणाले की, बिहारसह पूर्व भारतात कामगारांची कमतरता नाही आणि या ठिकाणी नैसर्गिक संसाधनांची कमतरता नाही आणि तरीही बिहार आणि पूर्व भारत अनेक दशकांपासून विकासाच्या बाबतीत मागे राहिला आणि राजकीय, आर्थिक कारणांमुळे आणि इतर प्राधान्यांमुळे सातत्याने विलंबाचा सामना करावा लागला.	[68, 80, 70, 85]	75.75	[-0.05260129884622454, 0.3868508886872483, 0.9331934519762197, 0.18934412560087568]	0.3641967918545298
49	He said, we have taken multiple initiatives to improve our manufacturing potential, we ushered in One Nation One Tax system in the form GST, one of the Lowest Corporate Tax rates and added incentive for new manufacturing, Faceless regime for IT assessment and appeal, a new labour laws regime balancing the welfare of workers and ease of doing business for the employers.	ते म्हणाले, आम्ही आमची उत्पादन क्षमता सुधारण्यासाठी अनेक उपक्रम हाती घेतले आहेत, जीएसटी, सर्वात कमी कॉर्पोरेट कर दरांपैकी एक आणि नवीन उत्पादनासाठी अतिरिक्त प्रोत्साहन, आयटी मूल्यांकन आणि अपीलसाठी फेसलेस व्यवस्था, कामगारांच्या कल्याणामध्ये संतुलन साधणारी नवीन कामगार कायदा व्यवस्था आणि नियोक्त्यांसाठी व्यवसाय सुलभता.	[61, 80, 35, 63]	59.75	[-0.43448475610470855, 0.3868508886872483, -1.0982201341378321, -1.2614715345202312]	-0.6018313840188809
50	International research programmes are trying to find out more about what causes cavernoma and how these defective blood vessels are formed.	कॅव्हर्नोमा कशामुळे होतो आणि या सदोष रक्तवाहिन्यांची निर्मिती कशी होते याबाबत आंतरराष्ट्रीय संशोधन कार्यक्रम अधिक जाणून घेण्याचा प्रयत्न करीत आहेत.	[84, 76, 64, 87]	77.75	[0.8202751748874532, 0.058145998669733336, 0.5849511229280966, 0.32123645833915815]	0.4461521887061103
51	The focus will be on refining policies of the Ministry to make them more people friendly and responsive to the needs of the states.	मंत्रालयाच्या सुधारित धोरणांवर लक्ष केंद्रित केले जाईल जेणेकरून ते अधिक जनतेला अनुकूल आणि राज्यांच्या गरजा पूर्ण करतील.	[68, 65, 44, 87]	66.0	[-0.05260129884622454, -0.8457924488784329, -0.5758566405656473, 0.32123645833915815]	-0.2882534824877867
52	The practice of the burial of the dead, as distinct from the cremation practised by the Hindus, chamber, a mihrab in the western wall and the real grave (qabr) in an underground chamber.	मृतांच्या दफनविधीची प्रथा, हिंदूंनी केलेल्या अंत्यसंस्कारांपेक्षा वेगळी, चेंबर, पश्चिम भिंतीवरील एक मिहराब आणि भूमिगत चेंबरमध्ये खरी कबर (कबर).	[77, 66, 68, 83]	73.5	[0.43839171762896917, -0.7636162263740541, 0.8171126756268453, 0.057451792862593234]	0.1373349899360884
53	U.N Mehta Institute will now become India’s biggest hospital for cardiology in addition to being one of the select few hospitals in the world with a world-class medical infrastructure and medical facilities.	यू. एन. मेहता इन्स्टिट्यूट आता जागतिक दर्जाच्या वैद्यकीय पायाभूत सुविधा आणि वैद्यकीय सुविधांसह जगातील निवडक मोजक्या रुग्णालयांपैकी एक बनणार आहे.	[49, 84, 58, 83]	68.5	[-1.0891421114049669, 0.7155557787047633, 0.2367087938799734, 0.057451792862593234]	-0.0198564364894092
54	Friends, with the development of this entire ecosystem related to Ayurveda, the health and wellness tourism in the country will also get a boost.	मित्रांनो, आयुर्वेदाशी संबंधित या संपूर्ण परिसंस्थेच्या विकासामुळे देशातील आरोग्य आणि निरोगी पर्यटनाला देखील चालना मिळेल.	[85, 80, 42, 65]	68.0	[0.874829954495808, 0.3868508886872483, -0.6919374169150218, -1.1295792017819488]	-0.1399589438784785
55	This is a temple in which the central shrine is surrounded by four small shrines in the four corners of the compound.	हे एक मंदिर आहे ज्यात मध्यवर्ती मंदिराच्या चार कोपऱ्यात चार लहान मंदिरे आहेत.	[68, 90, 59, 57]	68.5	[-0.05260129884622454, 1.2086131137310359, 0.2947491820546606, -1.6571485327350786]	-0.0515968839489016
56	If your doctor thinks you might benefit from a pancreas transplant, you'll need to have a detailed assessment to check whether you're healthy enough to have one before you're placed on a waiting list.	जर तुमच्या डॉक्टरांना असे वाटत असेल की तुम्हाला स्वादुपिंड प्रत्यारोपणाचा फायदा होईल, तर प्रतीक्षा यादीत टाकण्यापूर्वी तुम्ही पुरेसे निरोगी आहात की नाही हे तपासण्यासाठी तुम्हाला तपशीलवार मूल्यांकन करावे लागेल.	[78, 57, 47, 77]	64.75	[0.49294649723732403, -1.5032022289134628, -0.40173547604158577, -0.3382252053522541]	-0.4375541032674946
57	The earliest evidence of music activity is found on the walls of cave paintings at Bhimbetka and in several parts of Madhya Pradesh, which were occupied by man approximately 10,000 years ago.	भीमबेटका आणि मध्य प्रदेशच्या अनेक भागांमध्ये गुहा चित्रांच्या भिंतींवर संगीत क्रियाकलापांचे सर्वात पूर्वीचे पुरावे आढळतात, जे सुमारे १०, ००० वर्षांपूर्वी माणसाने व्यापले होते.	[68, 80, 78, 90]	79.0	[-0.05260129884622454, 0.3868508886872483, 1.3975165573737174, 0.5190749574465818]	0.5627102761653308
58	If you're interested in finding out more about research into treatments for tay-sachs disease, ask your care team about any research you might be able to get involved in.	जर तुम्हाला tay-sach आजाराच्या उपचारांबाबत संशोधनात अधिक स्वारस्य असेल तर तुमच्या केअर टीमला तुमच्या संशोधनाबद्दल विचारा.	[42, 67, 38, 74]	55.25	[-1.4710255686634508, -0.6814400038696754, -0.9240989696137705, -0.5360637044596778]	-0.9031570616516436
59	In severe cases of frostbite, the loss of blood supply to the tissue may cause it to die (gangrene).	फ्रॉस्टबाइटच्या गंभीर प्रकरणांमध्ये, पेशींना रक्ताचा पुरवठा कमी झाल्यामुळे त्याचा मृत्यू होऊ शकतो (गॅंग्रीन).	[82, 76, 72, 73]	75.75	[0.7111656156707434, 0.058145998669733336, 1.049274228325594, -0.602009870828819]	0.3041439929593129
60	The teachers are invited in this Workshop to take up the task of sensitizing school students to their role as future guardians of the rich natural and cultural resources of our country.	आपल्या देशाच्या समृद्ध नैसर्गिक आणि सांस्कृतिक संसाधनांचे भावी पालक म्हणून शालेय विद्यार्थ्यांना संवेदनशील बनवण्याचे काम हाती घेण्यासाठी या कार्यशाळेत शिक्षकांना आमंत्रित करण्यात आले आहे.	[81, 87, 60, 98]	81.5	[0.6566108360623887, 0.9620844462178996, 0.35278957022934776, 1.0466442883997116]	0.7545322852273368
61	Prime Minister also spoke to Shri Manvendra Singh and expressed condolences on the unfortunate demise of Shri Jaswant Singh Ji.	पंतप्रधानांनी मानवेंद्र सिंह यांच्याशीही चर्चा केली आणि जसवंत सिंह यांच्या निधनाबद्दल शोक व्यक्त केला.	[31, 75, 39, 91]	59.0	[-2.071128144355354, -0.024030223834645408, -0.8660585814390833, 0.585021123815723]	-0.59404895645334
62	He said today, farmers are being encouraged to increase production of coarse grains as well as organic products on the banks of Ganges and in the Himalayan regions.	ते म्हणाले की, आज गंगा किनाऱ्यावर आणि हिमालयीन प्रदेशात भरड धान्य तसेच सेंद्रिय उत्पादनांचे उत्पादन वाढविण्यासाठी शेतकऱ्यांना प्रोत्साहित केले जात आहे.	[77, 80, 46, 91]	73.5	[0.43839171762896917, 0.3868508886872483, -0.459775864216273, 0.585021123815723]	0.2376219664789168
63	The Moibung or conch shell, is a beautiful instrument used in Vaishnava rituals in the temples of Manipur.	मोईबंग किंवा शंख कवच हे मणिपूरच्या मंदिरांमध्ये वैष्णव विधींमध्ये वापरले जाणारे एक सुंदर साधन आहे.	[61, 72, 56, 97]	71.5	[-0.43448475610470855, -0.27055889134778166, 0.120628017530599, 0.9806981220305704]	0.0990706230271698
