index	original	translation	scores	mean	z_scores	z_mean
27	"Krishna Iyer, a former Supreme Court judge, said that either the Bhushans should be punished for making ""false charges"" or an independent authority should be set up to scrutinise their allegations."	उच्चतम न्यायालय के पूर्व न्यायाधीश कृष्णा अय्यर ने कहा कि या तो झूठे आरोप लगाने के लिए भूषण को दंडित किया जाना चाहिए या उनके आरोपों की जांच के लिए एक स्वतंत्र प्राधिकरण का गठन किया जाना चाहिए।	[95, 95, 68, 68]	81.5	[0.539888771918306, 0.6254510232064127, -0.5044061668721455, -0.6020180982567815]	0.0147288824989479
28	Meanwhile, Barfi's father falls ill and Barfi must somehow raise the money for his treatment.	इस बीच, बर्फी के पिता बीमार हो जाते हैं और बर्फी को किसी तरह अपने इलाज के लिए पैसे जुटाने पड़ते हैं।	[75, 95, 67, 67]	76.0	[-1.115305097972482, 0.6254510232064127, -0.607855909572477, -0.6957820420045002]	-0.4483730065857616
29	Symbian OS is a descendant of Psion's EPOC, and was released exclusively on ARM processors, although an unreleased x86 port existed.	सिम्बियन ओएस प्सियन के ईपीओसी का एक वंशज है और इसे विशेष रूप से एआरएम प्रोसेसरों पर जारी किया गया था, हालांकि एक अप्रकाशित एक्स86 पोर्ट मौजूद था।	[50, 50, 80, 92]	68.0	[-3.1842974353359668, -3.1413177193375637, 0.7369907455318339, 1.648316551688466]	-0.9850769643633076
30	The U.S. National Comprehensive Cancer Network and American Society of Clinical Oncology provide guidelines for the follow-up of colon cancer.	यूएस नेशनल कॉम्प्रिहेंसिव कैंसर नेटवर्क और अमेरिकन सोसाइटी ऑफ क्लिनिकल ऑन्कोलॉजी कोलोन कैंसर के अनुवर्ती के लिए दिशानिर्देश प्रदान करते हैं।	[70, 95, 85, 67]	79.25	[-1.529103565445179, 0.6254510232064127, 1.254239459033492, -0.6957820420045002]	-0.0862987813024436
31	He advises Rama to pray to the Sea God.	वे राम को समुद्र देवता की पूजा करने की सलाह देते हैं।	[100, 95, 80, 79]	88.5	[0.953687239391003, 0.6254510232064127, 0.7369907455318339, 0.4293852829681235]	0.6863785727743432
32	Early in his career, Schmidt held a series of technical positions with IT companies including Byzromotti Design, Bell Labs (in research and development), Zilog, and Palo Alto Research Center (PARC).	अपने कैरियर की शुरुआत में, श्मिट ने बाइज़रोमोती डिजाइन, बेल लैब्स (अनुसंधान और विकास में), जिलाग और पालो अल्टो रिसर्च सेंटर (पीएआरसी) सहित आईटी कंपनियों के साथ कई तकनीकी पदों पर काम किया।	[90, 90, 66, 65]	77.75	[0.12609030444560904, 0.2069211629237486, -0.7113056522728086, -0.8833099294999376]	-0.3154010286008472
33	"At a press conference the day before the match, Porterfield said that ""a lot of people have devoted a lot of their lives to make this happen"" and that ""it is going to be a pretty special occasion""."	"""मैच से एक दिन पहले एक संवाददाता सम्मेलन में, पोर्टरफील्ड ने कहा कि"" ""बहुत से लोगों ने अपने जीवन को इसके लिए समर्पित कर दिया है"" ""और यह"" ""एक बहुत ही विशेष अवसर होने जा रहा है।"""	[85, 85, 83, 76]	82.25	[-0.28770816302708796, -0.2116086973589154, 1.0473399736328286, 0.1480934517249676]	0.1740291412429482
34	The MCU is the shared universe in which all of the films are set.	एमसीयू साझा ब्रह्मांड है जिसमें सभी फिल्मों को सेट किया गया है।	[95, 95, 94, 94]	94.5	[0.539888771918306, 0.6254510232064127, 2.1852871433364762, 1.8358444391839033]	1.2966178444112746
35	In other definitions computer architecture involves instruction set architecture design, microarchitecture design, logic design, and implementation.	अन्य परिभाषाओं में कंप्यूटर आर्किटेक्चर में अनुदेश सेट आर्किटेक्चर डिजाइन, माइक्रोआर्किटेक्चर डिजाइन, तर्क डिजाइन और कार्यान्वयन शामिल हैं।	[90, 90, 77, 77]	83.5	[0.12609030444560904, 0.2069211629237486, 0.426641517430839, 0.24185739547268623]	0.2503775950682207
36	T-Series acquired the music rights for The Dirty Picture.	टी-सीरीज ने द डर्टी पिक्चर के संगीत अधिकार खरीदे हैं।	[80, 80, 55, 76]	72.75	[-0.7015066304997849, -0.6301385576415794, -1.8492528219764564, 0.1480934517249676]	-0.7582011395982132
37	Before the start of the tournament, Karachians changed their name to Sindhis after a Pakistan court order had objected to their title, citing a clash of identity with the Pakistan Super League team Karachi Kings.	टूर्नामेंट की शुरुआत से पहले, कराची के लोगों ने पाकिस्तान सुपर लीग टीम कराची किंग्स के साथ पहचान के संघर्ष का हवाला देते हुए अपने शीर्षक पर आपत्ति जताने के बाद अपना नाम बदलकर सिंधी कर लिया।	[75, 70, 67, 67]	69.75	[-1.115305097972482, -1.4671982782069075, -0.607855909572477, -0.6957820420045002]	-0.9715353319390916
38	Radiobiology (also known as radiation biology, and uncommonly as actinobiology) is a field of clinical and basic medical sciences that involves the study of the action of ionizing radiation on living things, especially health effects of radiation.	रेडियोबायोलॉजी (विकिरण जीव विज्ञान के रूप में भी जाना जाता है, और असामान्य रूप से एक्टिनोबायोलॉजी के रूप में भी जाना जाता है) नैदानिक और बुनियादी चिकित्सा विज्ञान का एक क्षेत्र है जिसमें जीवित चीजों, विशेष रूप से विकिरण के स्वास्थ्य प्रभावों पर आयनकारी विकिरण की कार्रवाई का अध्ययन शामिल है।	[95, 95, 78, 76]	86.0	[0.539888771918306, 0.6254510232064127, 0.5300912601311706, 0.1480934517249676]	0.4608811267452142
39	A Cauchy problem in mathematics asks for the solution of a partial differential equation that satisfies certain conditions that are given on a hypersurface in the domain.	गणित में कौशी समस्या एक आंशिक विभेदक समीकरण के समाधान के लिए पूछती है जो डोमेन में एक हाइपरसर्फेस पर दी गई कुछ शर्तों को संतुष्ट करती है।	[90, 90, 82, 76]	84.5	[0.12609030444560904, 0.2069211629237486, 0.943890230932497, 0.1480934517249676]	0.3562487875067056
40	Human sexual activity, human sexual practice or human sexual behaviour is the manner in which humans experience and express their sexuality.	मानव यौन गतिविधि, मानव यौन अभ्यास या मानव यौन व्यवहार वह तरीका है जिसमें मनुष्य अपनी कामुकता का अनुभव करता है और व्यक्त करता है।	[70, 75, 65, 80]	72.5	[-1.529103565445179, -1.0486684179242434, -0.8147553949731403, 0.5231492267158422]	-0.7173445379066802
41	The spacecraft carried no instruments for measuring structural loads as the capsule's boilerplate structure did not represent that of a real spacecraft.	अंतरिक्ष यान में संरचनात्मक भार को मापने के लिए कोई उपकरण नहीं था क्योंकि कैप्सूल की बॉयलरप्लेट संरचना वास्तविक अंतरिक्ष यान का प्रतिनिधित्व नहीं करती थी।	[95, 95, 67, 67]	81.0	[0.539888771918306, 0.6254510232064127, -0.607855909572477, -0.6957820420045002]	-0.0345745391130646
42	Leading northeast from the lake, the wide and well-maintained Groom Lake Road runs through a pass in the Jumbled Hills.	झील से उत्तर-पूर्व की ओर जाने वाली चौड़ी और अच्छी तरह से अनुरक्षित ग्रूम लेक रोड झम्बल हिल्स में एक दर्रे से होकर गुजरती है।	[70, 70, 65, 65]	67.5	[-1.529103565445179, -1.4671982782069075, -0.8147553949731403, -0.8833099294999376]	-1.1735917920312913
43	"Remarking upon State Farm's pullout from Florida, Ted Corless, a property insurance attorney who has represented large insurance carriers like Nationwide, noted ""that homeowners are really going to have to look out for themselves""."	फ्लोरिडा से स्टेट फार्म के हटने पर टिप्पणी करते हुए, नेशनवाइड जैसे बड़े बीमा वाहकों का प्रतिनिधित्व करने वाले एक प्रॉपर्टी इंश्योरेंस अटॉर्नी, टेड कोरलेस ने कहा कि घर के मालिकों को वास्तव में खुद का ध्यान रखना होगा।	[95, 95, 67, 67]	81.0	[0.539888771918306, 0.6254510232064127, -0.607855909572477, -0.6957820420045002]	-0.0345745391130646
44	Umri is a town and a nagar panchayat in Jalaun district in the Indian state of Uttar Pradesh.	उमरी (Umri) भारत के उत्तर प्रदेश राज्य के जालौन ज़िले में स्थित एक नगर है।	[50, 50, 86, 86]	68.0	[-3.1842974353359668, -3.1413177193375637, 1.3576892017338236, 1.085732889202154]	-0.9705482659343884
45	Another reason for prevention is to avoid medication overuse headache.	रोकथाम का एक अन्य कारण दवा के अत्यधिक उपयोग वाले सिरदर्द से बचना है।	[100, 90, 78, 60]	82.0	[0.953687239391003, 0.2069211629237486, 0.5300912601311706, -1.3521296482385308]	0.0846425035518478
46	Music therapy services rendered within the context of a social service, educational, or health care agency are often reimbursable by insurance or other sources of funding for individuals with certain needs.	सामाजिक सेवा, शैक्षिक या स्वास्थ्य देखभाल एजेंसी के संदर्भ में प्रदान की जाने वाली संगीत चिकित्सा सेवाओं की प्रतिपूर्ति अक्सर बीमा या धन के अन्य स्रोतों द्वारा निश्चित आवश्यकताओं वाले व्यक्तियों के लिए की जाती है।	[95, 95, 67, 72]	82.25	[0.539888771918306, 0.6254510232064127, -0.607855909572477, -0.226962323265907]	0.0826303905715836
47	He has participated in seminars to deliver plenary/invited addresses, was a member of the Indian delegation at the Indo-German Symposium on Frontiers of Chemistry organized by the Indian Institute of Technology, Kanpur and is a member of the editorial board of the Asian Journal of Organic Chemistry.	उन्होंने पूर्ण/आमंत्रित संबोधन देने के लिए सेमिनारों में भाग लिया है, वे भारतीय प्रौद्योगिकी संस्थान, कानपुर द्वारा आयोजित इंडो-जर्मन सिम्पोजियम ऑन फ्रंटियर्स ऑफ केमिस्ट्री में भारतीय प्रतिनिधिमंडल के सदस्य थे और एशियन जर्नल ऑफ ऑर्गेनिक केमिस्ट्री के संपादकीय बोर्ड के सदस्य हैं।	[90, 90, 74, 72]	81.5	[0.12609030444560904, 0.2069211629237486, 0.1162922893298442, -0.226962323265907]	0.0555853583583237
48	The temple, tower has been partially restored.	मंदिर, टॉवर को आंशिक रूप से बहाल किया गया है।	[85, 80, 87, 69]	80.25	[-0.28770816302708796, -0.6301385576415794, 1.4611389444341552, -0.508254154509063]	0.0087595173141062
49	If the bowler has conceded a no-ball or a wide, his team incurs an additional penalty because that ball (i.e., delivery) has to be bowled again and hence the batting side has the opportunity to score more runs from this extra ball.	यदि कोई गेंदबाज नो बॉल या वाइड फेंकता है, तो उसकी टीम को अतिरिक्त जुर्माना भरना पड़ता है क्योंकि उस गेंद (यानी, डिलीवरी) को फिर से फेंकना पड़ता है और इसलिए बल्लेबाजी पक्ष के पास इस अतिरिक्त गेंद से अधिक रन बनाने का अवसर होता है।	[95, 95, 72, 91]	88.25	[0.539888771918306, 0.6254510232064127, -0.09060719607081902, 1.5545526079407472]	0.6573213017486617
