index	original	translation	scores	mean	z_scores	z_mean
10	They massacred the residents of Kannanur.	அவர்கள் கண்ணனூர் குடியிருப்பாளர்களை படுகொலை செய்தனர்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
11	In capitalist economics, market competition is the rivalry among sellers trying to achieve such goals as increasing profits, market share and sales volume by varying the elements of the marketing mix: price, product, distribution and promotion.	முதலாளித்துவ பொருளாதாரத்தில், சந்தை போட்டி என்பது லாபத்தை அதிகரித்தல், சந்தை பங்கு மற்றும் சந்தை அளவை அதிகரித்தல் போன்ற இலக்குகளை அடைய முயற்சிக்கும் விற்பனையாளர்களுக்கு இடையிலான போட்டி ஆகும்.	[94,50,69]	71.0	[0.5185694346401057, -1.8437191729950189, -1.0839363149127825]	-0.8030286844225651
12	Both plants have a combined annual capacity of 600,000 units.	இந்த இரு ஆலைகளும் இணைந்து ஆண்டுக்கு 600,000 யூனிட்களை உற்பத்தி செய்யும் திறன் கொண்டவை.	[98,99,100]	99.0	[0.7524376846469182, 0.8372867466984337, 0.8886254315719065]	0.8261166209724194
13	The Swiss Romantic artist Henry Fuseli, a friend of William Blake, even translated Macbeth into German.	வில்லியம் பிளேக்கின் நண்பரும், சுவிட்சர்லாந்தின் ரொமான்டிக் கலைஞருமான ஹென்றி ஃபுசெலி, மக்பெத்தை ஜெர்மன் மொழியிலும் மொழிபெயர்த்தார்.	[96,95,98]	96.33333333333331	[0.6355035596435119, 0.6184291206010091, 0.761363383411604]	0.6717653545520417
14	Later, as the Dutch Republic rose to considerable power and wealth, smoking became more common amongst the affluent and portraits of elegant gentlemen tastefully raising a pipe appeared.	பின்னர், டச்சு குடியரசு கணிசமான அதிகாரத்தையும் செல்வத்தையும் பெற்றபோது, புகைபிடித்தல் செல்வந்தர்களிடையே மிகவும் பொதுவானதாக மாறியது.	[30,30,33]	31.0	[-3.223322565468894, -2.9380073034821423, -3.374653181798228]	-3.1786610169164216
15	The institution has networked with Delhi University for courses in Physiotherapy, with Roehampton University for teachers' training in special education and also with Manipal University, Madhya Pradesh Bhoj Open University and Indira Gandhi National Open University.	இந்த நிறுவனம் தில்லி பல்கலைக்கழகம், சிறப்பு கல்வியில் ஆசிரியர்களின் பயிற்சிக்காக ரோஹாம்ப்டன் பல்கலைக்கழகம், மணிப்பால் பல்கலைக்கழகம், மத்தியப் பிரதேசம் போஜ் திறந்தநிலை பல்கலைக்கழகம் மற்றும் இந்திரா காந்தி தேசிய திறந்தநிலை பல்கலைக்கழகம் ஆகியவற்றுடன் இணைந்துள்ளது.	[98,98,99]	98.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.8249944074917553]	0.7866681441042503
16	Pura Besakih is a complex made up of twenty-three temples that sit on parallel ridges.	புரா பெசாகி என்பது இருபத்தி மூன்று கோயில்களைக் கொண்ட ஒரு வளாகமாகும்.	[40,95,53]	62.66666666666666	[-2.638651940451863, 0.6184291206010091, -2.1020327001952026]	-1.3740851733486856
17	The accomplices were Shankar's brother, Mohan, Selva (alias Selvaraj) and the jail wardens Kannan, Balan and Rahim Khan.	சங்கரின் சகோதரர் மோகன், செல்வா (செல்வராஜ்), சிறைக் காவலர்கள் கண்ணன், பாலன், ரஹீம் கான் ஆகியோர் உடந்தையாக இருந்தனர்.	[92,95,91]	92.66666666666669	[0.40163530963669947, 0.6184291206010091, 0.31594621485054525]	0.4453368816960846
18	For example, the mobbing behavior of many species, in which a large number of prey animals attack a larger predator, seems to be an example of spontaneous emergent organization.	உதாரணமாக, பல உயிரினங்களின் கும்பல் நடத்தை, இதில் அதிக எண்ணிக்கையிலான இரை விலங்குகள் ஒரு பெரிய வேட்டையாடுபவரை தாக்குகின்றன, இது தன்னிச்சையாக உருவாகும் அமைப்புக்கு ஒரு எடுத்துக்காட்டாகத் தோன்றுகிறது.	[70,95,86]	83.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.0022089055502110488]	-0.0894732834499903
19	It is in seventh place on the all-time list of highest-grossing Telugu films at the global box office.	உலகளாவிய பாக்ஸ் ஆபிஸில் அதிக வசூல் செய்த தெலுங்கு திரைப்படங்களின் பட்டியலில் ஏழாவது இடத்தில் உள்ளது.	[90,95,95]	93.33333333333331	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.4912002054684842
20	The river then runs through Anhui and Jiangsu, receiving more water from innumerable smaller lakes and rivers, and finally reaches the East China Sea at Shanghai.	பின்னர் இந்த நதி அன்ஹுய் மற்றும் ஜியாங்சு வழியாக பாய்கிறது, எண்ணற்ற சிறிய ஏரிகள் மற்றும் ஆறுகளிலிருந்து அதிக தண்ணீரைப் பெற்று, இறுதியாக ஷாங்காய் கிழக்கு சீன கடலை அடைகிறது.	[98,80,86]	88.0	[0.7524376846469182, -0.20228697726433362, -0.0022089055502110488]	0.1826472672774578
21	"The name can be translated as ""Palace of Akbar""."	"""இந்த பெயரை"" ""அக்பரின் அரண்மனை"" ""என்று மொழிபெயர்க்கலாம்."""	[98,98,99]	98.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.8249944074917553]	0.7866681441042503
22	He received two awards from Kerala Sahitya Akademi and another from Kendra Sahitya Akademi, besides honours such as Government of Madras Poetry Prize, Odakkuzhal Award, N. V. Puraskaram, Asan Smaraka Kavitha Puraskaram and Ulloor Award.	கேரள சாகித்ய அகாடமியிடமிருந்து இரண்டு விருதுகளையும், கேந்திர சாகித்ய அகாடமியிடமிருந்து மற்றொன்றையும் பெற்றதோடு, மெட்ராஸ் அரசு கவிதை பரிசு, ஓடக்குழல் விருது, என். வி. புரஷ்காரம், ஆசன் ஸமாரக கவிதா புரஸ்காரம் மற்றும் உள்ளூர் விருது போன்ற விருதுகளையும் பெற்றார்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
23	It is a mix of traditional beliefs regarding spirits with Buddhism.	இது புத்த மதத்துடன் ஆவிகள் தொடர்பான பாரம்பரிய நம்பிக்கைகளின் கலவையாகும்.	[90,90,91]	90.33333333333331	[0.2847011846332932, 0.34485708797922815, 0.31594621485054525]	0.3151681624876888
24	The flowers are used in Southeast Asia for several purposes.	இந்த மலர்கள் தென்கிழக்கு ஆசியாவில் பல நோக்கங்களுக்காக பயன்படுத்தப்படுகின்றன.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
25	Also in both cases, consumer data was stolen.	இந்த இரண்டு சம்பவங்களிலும் நுகர்வோர் தகவல்கள் திருடப்பட்டன.	[90,95,96]	93.66666666666669	[0.2847011846332932, 0.6184291206010091, 0.6341013352513015]	0.5124105468285346
26	The campus is spread over 60 acres.	இந்த வளாகம் 60 ஏக்கர் பரப்பளவில் அமைந்துள்ளது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
27	The Board suggests changes to laws and rules about animal welfare issues.	விலங்குகள் நல பிரச்சினைகள் குறித்த சட்டங்கள் மற்றும் விதிகளில் மாற்றங்களை வாரியம் பரிந்துரைக்கிறது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
28	Sri Lanka has had other hunter-gatherering peoples such as the Rodiya and Kinnaraya.	இலங்கையில் ரோடியா மற்றும் கின்னராயா போன்ற வேட்டையாடும் மக்கள் உள்ளனர்.	[94,95,97]	95.33333333333331	[0.5185694346401057, 0.6184291206010091, 0.6977323593314528]	0.6115769715241892
29	As noted in Scorsese on Scorsese by editor–interviewer Ian Christie, the news that Scorsese wanted to make a film about a failed 19th-century romance raised many eyebrows among the film fraternity; all the more when Scorsese made it clear that it was a personal project and not a studio for-hire job.	ஸ்கோர்செஸி ஆன் ஸ்கோர்செஸி இதழின் ஆசிரியர்-நேர்காணல் இயன் கிறிஸ்டி குறிப்பிட்டபடி, ஸ்கோர்செஸி 19 ஆம் நூற்றாண்டின் தோல்வியுற்ற காதல் பற்றிய ஒரு திரைப்படத்தை உருவாக்க விரும்பினார் என்ற செய்தி திரைப்படத் துறையினரிடையே பல புருவங்களை உயர்த்தியது.	[30,50,41]	40.333333333333336	[-3.223322565468894, -1.8437191729950189, -2.865604989157018]	-2.6442155758736434
30	Later in his career he developed his own distinct style.	பின்னர் தனது தொழில் வாழ்க்கையில் அவர் தனது தனித்துவமான பாணியை உருவாக்கினார்.	[98,98,100]	98.66666666666669	[0.7524376846469182, 0.7825723401740775, 0.8886254315719065]	0.8078784854643007
31	His first venture of kayal cultivation was the reclamation of Cherukara Kayal.	காயல் சாகுபடியில் இவர் மேற்கொண்ட முதல் முயற்சி செருகர கயலை மீட்டெடுப்பதாகும்.	[98,70,86]	84.66666666666667	[0.7524376846469182, -0.7494310425078954, -0.0022089055502110488]	0.0002659121962705
32	However, none were killed in the incident.	எனினும் இந்த சம்பவத்தில் யாரும் உயிரிழக்கவில்லை.	[98,95,99]	97.33333333333331	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
33	Shevkal and his remaining guards were burnt alive.	செவ்கல் மற்றும் அவரது எஞ்சியிருந்த காவலர்கள் உயிருடன் எரிக்கப்பட்டனர்.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
34	The Government of India honoured him with the Padma Shri.	இந்திய அரசு அவருக்கு பத்மஸ்ரீ விருது வழங்கி கவுரவித்தது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
35	Currently, Queensland has completely smoke-free indoor public places (including workplaces, bars, pubs and eateries) as well as patrolled beaches and some outdoor public areas.	தற்போது, குயின்ஸ்லாந்து முழுவதும் புகைபிடிக்காத பொது இடங்கள் (பணியிடங்கள், பப்கள் மற்றும் உணவகங்கள் உட்பட) மற்றும் ரோந்து கடற்கரைகள் மற்றும் சில வெளிப்புற பொது இடங்களை கொண்டுள்ளது.	[92,95,95]	94.0	[0.40163530963669947, 0.6184291206010091, 0.5704703111711503]	0.5301782471362864
36	B vitamins are found in highest abundance in meat, eggs, and dairy products.	இறைச்சி, முட்டை, பால் பொருட்கள் ஆகியவற்றில் வைட்டமின் பி அதிக அளவில் காணப்படுகிறது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
37	At first meet, they fall in love with each others; and Indra disagreed to get back.	முதல் சந்திப்பில், அவர்கள் ஒருவருக்கொருவர் காதலிக்கிறார்கள்.	[25,50,40]	38.333333333333336	[-3.5156578779774095, -1.8437191729950189, -2.929236013237169]	-2.7628710214031997
38	On the Kazakhstan section of the river there are presently three major hydroelectric plants, namely at Bukhtarma, Ust-Kamenogorsk and Shulbinsk.	ஆற்றின் கஜகஸ்தான் பிரிவில் தற்போது புக்தர்மா, உஸ்ட்-கமேனோகோர்ஸ்க் மற்றும் சுல்பின்ஸ்க் ஆகிய மூன்று பெரிய நீர்மின் நிலையங்கள் உள்ளன.	[92,95,92]	93.0	[0.40163530963669947, 0.6184291206010091, 0.3795772389306965]	0.466547223056135
39	Khawaja Shamsuddin Khawafi was Emperor Akbar's minister and superintendent of construction.	கவாஜா ஷம்சுதீன் கவாபி பேரரசர் அக்பரின் அமைச்சராகவும், கட்டுமான கண்காணிப்பாளராகவும் இருந்தார்.	[92,70,78]	80.0	[0.40163530963669947, -0.7494310425078954, -0.5112570981914211]	-0.286350943687539
40	Several ancient and medieval books state that Kālidāsa was a court poet of a king named Vikramāditya.	பல பழங்கால மற்றும் இடைக்கால புத்தகங்கள் Kcelinius liddisamines sa விக்ரமசிங்க தித்யா என்ற மன்னரின் அரசவை கவிஞராக இருந்தார் என்று கூறுகின்றன.	[70,75,75]	73.33333333333333	[-0.8846400654007692, -0.4758590098861145, -0.7021501704318749]	-0.6875497485729195
41	The album was a top 10 success in Germany while both singles reached the top 20 in the UK.	இந்த ஆல்பம் ஜெர்மனியில் முதல் 10 இடங்களைப் பிடித்தது, அதே நேரத்தில் இரண்டு தனிப்பாடல்களும் இங்கிலாந்தில் முதல் 20 இடங்களைப் பிடித்தன.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
42	Eoophyla menglensis is a moth in the family Crambidae.	ஈஃபைலா மெங்லென்சிஸ் (Eophyla menglensis) என்பது கிராம்பிடே குடும்பத்தைச் சேர்ந்த ஒரு அந்துப்பூச்சி ஆகும்.	[96,95,99]	96.66666666666669	[0.6355035596435119, 0.6184291206010091, 0.8249944074917553]	0.6929756959120921
43	Using charts, technical analysts seek to identify price patterns and market trends in financial markets and attempt to exploit those patterns.	வரைபடங்களைப் பயன்படுத்தி, தொழில்நுட்ப ஆய்வாளர்கள் நிதி சந்தைகளில் விலை வடிவங்கள் மற்றும் சந்தை போக்குகளை அடையாளம் கண்டு, அந்த வடிவங்களை பயன்படுத்திக் கொள்ள முயற்சிக்கின்றனர்.	[90,90,93]	91.0	[0.2847011846332932, 0.34485708797922815, 0.44320826301084776]	0.3575888452077897
44	Journalists' leaders in Dhaka protested the killing of Das and gave a three-day ultimatum to the government to arrest the killers.	டாக்காவில் பத்திரிகையாளர் தலைவர்கள் தாஸ் கொல்லப்பட்டதைக் கண்டித்து, கொலையாளிகளை கைது செய்ய அரசுக்கு மூன்று நாள் இறுதி எச்சரிக்கை விடுத்தனர்.	[91,95,94]	93.33333333333331	[0.34316824713499633, 0.6184291206010091, 0.506839287090999]	0.4894788849423348
45	However, recent historians have questioned the traditional version and claimed that there were also examples of coercion by nonconformist ministers.	இருப்பினும், சமீபத்திய வரலாற்றாசிரியர்கள் பாரம்பரிய பதிப்பை கேள்வி எழுப்பி, இணங்காத அமைச்சர்களால் வற்புறுத்தப்பட்டதற்கான உதாரணங்களும் இருப்பதாக கூறினர்.	[90,75,81]	82.0	[0.2847011846332932, -0.4758590098861145, -0.32036402595096736]	-0.1705072837345962
46	A request for proposal (RFP) is a document that solicits proposal, often made through a bidding process, by an agency or company interested in procurement of a commodity, service, or valuable asset, to potential suppliers to submit business proposals.	முன்மொழிவுக்கான வேண்டுகோள் (Request for proposal (RFP)) என்பது ஒரு பொருள், சேவை அல்லது மதிப்புமிக்க சொத்துக்களை வாங்குவதில் ஆர்வமுள்ள ஒரு நிறுவனம் அல்லது நிறுவனம் வணிக முன்மொழிவுகளை சமர்ப்பிப்பதற்காக பெரும்பாலும் ஏலத்தின் மூலம் முன்மொழிந்த ஒரு ஆவணமாகும்.	[90,70,77]	79.0	[0.2847011846332932, -0.7494310425078954, -0.5748881222715724]	-0.3465393267153915
47	Pulp Fiction is full of homages to other movies.	பல்ப் ஃபிக்ஷன் என்பது மற்ற திரைப்படங்களுக்கு அஞ்சலி செலுத்தும் வகையில் உள்ளது.	[91,95,95]	93.66666666666669	[0.34316824713499633, 0.6184291206010091, 0.5704703111711503]	0.5106892263023853
48	Upon Hussein Kamel's death, his only son, Prince Kamal el Dine Hussein, declined the succession, and Hussein Kamel's brother Ahmed Fuad ascended the throne as Fuad I.	ஹுசைன் காமலின் மரணத்திற்குப் பிறகு, அவரது ஒரே மகனான இளவரசர் கமல் அல் டைன் உசேன் வாரிசுரிமையை மறுத்தார், ஹுசைன் காமலின் சகோதரர் அகமது ஃபுவாட் முதலாம் ஃபுவாட் சிம்மாசனத்தில் ஏறினார்.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
49	It provided full-duplex service at 300 bit/s over normal phone lines.	இது சாதாரண தொலைபேசி இணைப்புகளில் 300 பிட்/விநாடிகளில் முழு இருதிசை சேவையை வழங்கியது.	[90,90,92]	90.66666666666669	[0.2847011846332932, 0.34485708797922815, 0.3795772389306965]	0.3363785038477392
