index	original	translation	scores	mean	z_scores	z_mean
17	At the same time, the natives were forced into the encomienda labor system for the Spanish.	అదే సమయంలో, స్థానికులు స్పానిష్వారి కోసం ఎన్కోమిండా కార్మిక వ్యవస్థలోకి బలవంతంగా ప్రవేశించారు.	[70,70,70]	70.0	[-0.09782851813989826, -0.597491449445203, -0.09092116710529495]	-0.262080378230132
18	The world population at this time has been estimated at about 27 million.	ఈ సమయంలో ప్రపంచ జనాభా సుమారు 27 మిలియన్లు అని అంచనా వేయబడింది.	[60,60,65]	61.6666666666667	[-0.20811819409604138, -1.3875851750981458, -0.1460707433536975]	-0.580591370849295
19	Many of her stories and poems drew on the unhappy experience of her marriage.	ఆమె కథలు మరియు కవితలు చాలా ఆమె వివాహం యొక్క దురదృష్టకరమైన అనుభవం ఆధారంగా.	[70,70,70]	70.0	[-0.09782851813989826, -0.597491449445203, -0.09092116710529495]	-0.262080378230132
20	Sogdiana (modern Bukhara), east of the Oxus River, on the Polytimetus River, was apparently the most easterly penetration ever made by Roman forces in Asia.	ఆక్సస్ నదికి తూర్పున ఉన్న సోగ్దియానా (ఇప్పటి బుఖారా) లోని పాలిటిమ్యూస్ నదిలో రోమన్ దళాలు ఆసియాలో ఇప్పటివరకు చేసిన అత్యంత తూర్పు దిక్కున ప్రవేశించినట్లు తెలుస్తోంది.	[65,65,65]	65.0	[-0.1529733561179698, -0.9925383122716744, -0.1460707433536975]	-0.430527470581114
21	[needs update] Other studies analyzed urine, semen, and blood and found varying amounts of HPV, but there isn't a publicly available test for those yet.	[అవసరాలు నవీకరించు] ఇతర అధ్యయనాలు మూత్రం, స్పెర్మ్, మరియు రక్త విశ్లేషించారు మరియు HPV వివిధ పరిమాణాలు కనుగొన్నారు, కానీ వాటి కోసం ఒక పబ్లిక్ అందుబాటులో పరీక్ష ఇంకా ఉంది.	[50,50,50]	50.0	[-0.31840787005218446, -2.1776789007510886, -0.3115194720989051]	-0.935868747634059
22	Construction resumed on the building after sample testing.	నమూనా పరీక్షల అనంతరం భవనం నిర్మాణం పునః ప్రారంభమైంది.	[80,80,85]	81.6666666666667	[0.012461157816244852, 0.19260227620773965, 0.07452756163991267]	0.0931969985546324
23	It is currently still used by farmers in Asia.	ప్రస్తుతం దీనిని ఆసియాలోని రైతులు ఇప్పటికీ ఉపయోగిస్తున్నారు.	[90,90,85]	88.3333333333333	[0.12275083377238796, 0.9826960018606823, 0.07452756163991267]	0.393324799090994
24	He was also the Chairman of the Petitions Committee.	ఆయన పిటిషన్ల కమిటీ అధ్యక్షుడు కూడా.	[80,80,80]	80.0	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315
25	The park has some rare species of plants brought from Persia, Afghanistan and France.	ఈ పార్కు లో పెర్షియా, ఆఫ్ఘనిస్తాన్, ఫ్రాన్స్ ల నుండి తీసుకువచ్చిన కొన్ని అరుదైన మొక్కల జాతులు ఉన్నాయి.	[100,100,100]	100.0	[0.23304050972853108, 1.772789727513625, 0.2399762903851203]	0.748602175875759
26	As a result of the island's long isolation from neighboring continents, Madagascar is home to various plants and animals found nowhere else on Earth.	మడగాస్కర్లో పొరుగు ఖండాల నుండి చాలా కాలం పాటు ఒంటరిగా ఉన్నందున, భూమిపై మరెక్కడా కనిపించని వివిధ మొక్కలు మరియు జంతువులకు నిలయం.	[80,80,72]	77.3333333333333	[0.012461157816244852, 0.19260227620773965, -0.06886133660593394]	0.0454006991393502
27	A town near the dam, also called Nurek, houses engineers and other workers employed at the dam's power plant.	డ్యామ్ సమీపంలో ఉన్న ఒక పట్టణం, దీనిని నూర్క్ అని కూడా పిలుస్తారు, డ్యామ్ యొక్క విద్యుత్ ప్లాంట్లో పనిచేసే ఇంజనీర్లు మరియు ఇతర కార్మికులు ఉన్నారు.	[80,80,80]	80.0	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315
28	The Indira Gandhi Prize or the Indira Gandhi Peace Prize or the Indira Gandhi Prize for Peace, Disarmament and Development is the prestigious award accorded annually by Indira Gandhi Memorial Trust to individuals or organisations in recognition of creative efforts toward promoting international peace, development and a new international economic order; ensuring that scientific discoveries are used for the larger good of humanity, and enlarging the scope of freedom.	ఇందిరా గాంధీ పురస్కారం లేదా ఇందిరా గాంధీ శాంతి పురస్కారం లేదా ఇందిరా గాంధీ శాంతి, నిరాయుధీకరణ మరియు అభివృద్ధి పురస్కారం అనేది అంతర్జాతీయ శాంతి, అభివృద్ధి మరియు కొత్త అంతర్జాతీయ ఆర్థిక వ్యవస్థను ప్రోత్సహించడానికి సృజనాత్మక ప్రయత్నాలను గుర్తించి, అంతర్జాతీయ శాంతి, అభివృద్ధి మరియు మానవజాతి యొక్క గొప్ప ప్రయోజనం కోసం శాస్త్రీయ ఆవిష్కరణలను ఉపయోగించుకోవడాన్ని నిర్ధారించడం మరియు స్వేచ్ఛ యొక్క పరిధిని విస్తరించడం కోసం ఇందిరా గాంధీ మెమోరియల్ ట్రస్ట్ ప్రతి సంవత్సరం ప్రదానం చేసే ప్రతిష్టాత్మక పురస్కారం.	[50,50,50]	50.0	[-0.31840787005218446, -2.1776789007510886, -0.3115194720989051]	-0.935868747634059
29	The humerus (/ˈhjuːmərəs/, plural: humeri) is a long bone in the arm that runs from the shoulder to the elbow.	హ్యూమెరస్ (/ˈhjuːmərəs/, సంఖ్యాః హ్యూమెరి) అనేది చేతిలో ఉన్న పొడవైన ఎముక, ఇది భుజం నుండి మోచేయి వరకు నడుస్తుంది.	[80,80,80]	80.0	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315
30	The city still bears memories of Nawabs with other palaces, mosques, tombs, and gardens, and retains such industries as carving in ivory, gold and silver embroidery, and silk-weaving.	ఈ నగరం ఇప్పటికీ ఇతర రాజభవనాలు, మసీదులు, సమాధులు, తోటలతో పాటు నవాబుల జ్ఞాపకాలను కలిగి ఉంది, మరియు ఇనుముతో కత్తిరించడం, బంగారు మరియు వెండి ఎంబ్రాయిడరీ మరియు పట్టు నేత వంటి పరిశ్రమలను కలిగి ఉంది.	[70,70,70]	70.0	[-0.09782851813989826, -0.597491449445203, -0.09092116710529495]	-0.262080378230132
31	He was a recipient of several prestigious awards, including the Bharat Ratna, India's highest civilian honour.	భారతదేశ అత్యున్నత పౌర గౌరవంగా ఉన్న భారత్ రాట్నా సహా పలు గౌరవ పురస్కారాలు ఆయనకు లభించాయి.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
32	Stein approached the British resident at that time for help.	స్టెయిన్ ఆ సమయంలో బ్రిటిష్ నివాసిని సహాయం కోసం సంప్రదించాడు.	[60,60,65]	61.6666666666667	[-0.20811819409604138, -1.3875851750981458, -0.1460707433536975]	-0.580591370849295
33	The village derives its name from the Sanskrit words 'mudi' which means 'old', 'nāgá' which means 'snake' (or 'cobra'), and 'palli' which means 'village'.	ఈ గ్రామం పేరు సంస్క్రిత పదాల నుండి వచ్చింది 'ముడి' అంటే 'పాత', 'నాగా' అంటే 'పాము' (లేదా 'కోబ్రా'), మరియు 'పల్లి' అంటే 'గ్రామం'.	[80,80,80]	80.0	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315
34	Other treatments, for example the use of green-tinted oil, are not acceptable in the trade.	ఇతర చికిత్సలు, ఉదాహరణకు ఆకుపచ్చ రంగు నూనె వాడకం, వాణిజ్యంలో ఆమోదయోగ్యమైనవి కాదు.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
35	The British, while not approving of a separate Muslim homeland, appreciated the simplicity of a single voice to speak on behalf of India's Muslims.	ప్రత్యేక ముస్లింల స్వదేశాన్ని బ్రిటీష్ వారు ఆమోదించకపోయినా, భారతదేశ ముస్లింల తరఫున మాట్లాడటానికి ఒకే స్వరం యొక్క సరళతను వారు అభినందించారు.	[80,80,80]	80.0	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315
36	The bridge is named after Dr. Shyama Prasad Mukherjee.	ఈ వంతెనకు డాక్టర్ శ్యామ ప్రసాద్ ముఖర్జీ పేరు పెట్టారు.	[80,80,75]	78.3333333333333	[0.012461157816244852, 0.19260227620773965, -0.03577159085689241]	0.0564306143890307
37	"Having noticed Kapoor in the Aryans' music video ""Aankhon Mein"", the producer Ramesh Taurani was keen to cast him in a film."	ఆర్యన్ల మ్యూజిక్ వీడియో 'ఆంఖోన్ మైన్'లో కపూర్ను చూసిన నిర్మాత రమేష్ తౌరాని, అతన్ని ఒక సినిమాలో నటించాలని ఆసక్తిగా ఎదురుచూశారు.	[60,60,60]	60.0	[-0.20811819409604138, -1.3875851750981458, -0.20122031960210005]	-0.598974562932096
38	Aishwarya, the daughter of a wealthy entrepreneur, boards a flight back to Hyderabad from the United States.	సంపన్న వ్యాపారవేత్త కుమార్తె ఐశ్వర్య అమెరికా నుంచి హైదరాబాద్కు తిరిగి విమానంలో ప్రయాణిస్తోంది.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
39	"The Simla Convention provided that Tibet would be divided into ""Outer Tibet"" and ""Inner Tibet""."	"సిమ్లా సమావేశం ప్రకారం టిబెట్ను ""బహ్య టిబెట్"" మరియు ""అంతర్ టిబెట్"" గా విభజించనున్నారు."	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
40	Financial support comes from Benin's National Fund for Scientific Research and Technological Innovation.	బెనిన్ లో శాస్త్రీయ పరిశోధన మరియు సాంకేతిక ఆవిష్కరణల కోసం జాతీయ నిధి నుండి ఆర్థిక మద్దతు లభిస్తుంది.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
41	They live in Chennai, Tamil Nadu.	వారు తమిళనాడులోని చెన్నైలో నివసిస్తున్నారు.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
42	As one of the Catalan Countries, Andorra is home to a team of castellers, or Catalan human tower builders.	కాటలాన్ దేశాలలో ఒకటిగా, అండోర్రాలో ఒక జట్టు కోటాలర్లు, లేదా కాటలాన్ మానవ టవర్ బిల్డర్ల నివాసం ఉంది.	[60,60,60]	60.0	[-0.20811819409604138, -1.3875851750981458, -0.20122031960210005]	-0.598974562932096
43	Separated from the Tatras proper by the valley of the Váh river are the Low Tatras, with their highest peak of Ďumbier at 2,043 metres (6,703 ft).	వాహ్ నది లోయ ద్వారా టాట్రాస్ నుండి వేరు చేయబడిన తక్కువ టాట్రాస్, 2,043 మీటర్ల (6,703 అడుగులు) వద్ద ఉన్న అత్యధిక శిఖరం Ďumbier.	[95,95,95]	95.0	[0.1778956717504595, 1.3777428646871537, 0.18482671413671775]	0.580155083524777
44	During the Iran–Iraq War, Kuwait supported Iraq.	ఇరాన్ ఇరాక్ యుద్ధ సమయంలో కువైట్ ఇరాక్కు మద్దతు ఇచ్చింది.	[50,50,50]	50.0	[-0.31840787005218446, -2.1776789007510886, -0.3115194720989051]	-0.935868747634059
45	Government Nizamia Tibbi College is a unani medicine college located in Hyderabad, Telangana, India.	ప్రభుత్వ నిజమియా టిబి కాలేజ్ అనేది భారతదేశంలోని తెలంగాణ రాష్ట్రంలోని హైదరాబాద్లో ఉన్న ఒక యునానీ వైద్య కళాశాల.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
46	Orvakal is a village and a Mandal in Kurnool district in the state of Andhra Pradesh in India.	ఓర్వాకల్ అనేది భారతదేశంలోని ఆంధ్రప్రదేశ్ రాష్ట్రంలోని కుర్నూల్ జిల్లాలోని ఒక గ్రామం మరియు మండల్.	[85,85,80]	83.3333333333333	[0.0676059957943164, 0.587649139034211, 0.01937798539151013]	0.224877706740013
47	"Chikmagalur literally means ""The town of the younger daughter"" in the Kannada language."	"చిక్ మగ లూర్ అంటే కన్నడ భాషలో ""చిన్న కుమార్తె పట్టణం"" అని అర్థం."	[95,95,95]	95.0	[0.1778956717504595, 1.3777428646871537, 0.18482671413671775]	0.580155083524777
48	Sufis (Islamic mystics) played an important role in the spread of Islam in India.	భారతదేశంలో ఇస్లాం మతం వ్యాప్తి చెందడంలో సూఫీలు (ఇస్లామిక్ మిస్టిక్స్) ముఖ్యమైన పాత్ర పోషించారు.	[95,95,90]	93.3333333333333	[0.1778956717504595, 1.3777428646871537, 0.12967713788831522]	0.561771891441976
49	Kanakadurga (Jayasudha) brings him up along with her son Jai Dev (Vamsikrishna).	కానకదర్గ (జయసుద్ధ) తన కుమారుడు జై దేవ్ (వమసికృష్ణ) తో కలిసి అతనిని పెంచుతుంది.	[90,90,90]	90.0	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.411707991173795
